4,0.506705,4.32946
4,0.58722,-24.3926
4,0.685262,0
4,0.638835,0
4,0.703512,0
4,0.626713,0
4,0.688742,0
4,0.629745,0
4,0.600217,0
4,0.405459,14.4541
4,0.714094,-26.9553
4,0.614614,0
4,0.584072,0
4,0.576123,0
4,0.592655,0
4,0.635421,0
4,0.742877,0
4,0.732612,0
4,0.499137,5.08628
4,0.666975,-31.6112
4,0.47077,-23.6882
4,0.760214,0
4,0.47077,7.92298
4,0.530702,9.85275
4,0.542484,10.6044
4,0.729037,-32.2993
4,0.404511,-17.7504
4,0.753702,0
4,0.641941,0
4,0.488915,6.10851
4,0.669703,-30.8618
4,0.488647,-24.7265
4,0.548063,-24.5328
4,0.608226,0
4,0.529319,2.06805
4,0.534055,3.66255
4,0.689478,-35.2852
4,0.405885,-20.8737
4,0.543123,-20.186
4,0.724339,0
4,0.486169,6.38308
4,0.725601,-36.177
4,0.629709,0
4,0.540508,0.949201
4,0.689813,-38.0321
4,0.628958,0
4,0.507902,4.20977
4,0.540941,5.1157
4,0.554561,-20.3404
4,0.647401,0
4,0.437771,11.2229
4,0.596844,-18.4615
4,0.824195,0
4,0.692876,0
4,0.534603,1.53973
4,0.520019,4.53779
4,0.782883,-43.7505
4,0.561029,0
4,0.767903,0
4,0.60684,0
4,0.679565,0
4,0.505409,4.45907
4,0.671148,-32.6558
4,0.695778,0
4,0.4375,11.25
4,0.537895,12.4605
4,0.53463,13.9976
4,0.530215,15.976
4,0.565244,-10.5484
4,0.562013,0
4,0.58722,0
4,0.563444,0
4,0.779949,0
4,0.784526,0
4,0.625122,0
4,0.537895,1.21054
4,0.52017,4.1935
4,0.70473,-36.2795
4,0.637541,0
4,0.663681,0
4,0.653167,0
4,0.521577,2.84233
4,0.628119,-29.9696
4,0.818135,0
4,0.738885,0
4,0.688197,0
4,0.772775,0
4,0.78035,0
4,0.847973,0
4,0.822041,0
4,0.823158,0
4,0.826237,0
4,0.753603,0
4,0.776351,0
4,0.680468,0
4,0.605237,0
4,0.57526,0
4,0.66856,0
4,0.789589,0
4,0.690482,0
4,0.626889,0
4,0.484401,6.55988
4,0.705273,-33.9675
4,0.448794,-23.8469
4,0.506705,-19.5174
4,0.44403,-8.9204
4,0.607563,0
4,0.530749,1.92508
4,0.571606,-25.2356
4,0.664978,0
4,0.607975,0
4,0.485066,6.49335
4,0.756194,-39.1261
4,0.594803,0
4,0.709842,0
4,0.547504,0.249558
4,0.516076,3.64195
4,0.561895,-22.5476
4,0.565741,0
4,0.627242,0
4,0.622689,0
4,0.4,15
4,0.499026,20.0974
4,0.738858,-23.7884
4,0.410946,-9.88303
4,0.663004,-7.92338
4,0.773785,0
4,0.574362,9.05105
4,0.743248,-20.4088
4,0.760423,0
4,0.648542,3.11661
4,0.453802,21.8125
4,0.593141,29.3612
4,0.525728,42.3029
4,0.702123,16.1331
4,0.711445,-10.7825
4,0.592025,-3.14458
4,0.791276,0
4,0.589133,7.86935
4,0.604871,14.4797
4,0.643961,17.9628
4,0.523859,31.0541
4,0.618537,36.5712
4,0.815593,1.32378
4,0.536954,13.3674
4,0.620248,18.7476
4,0.502587,33.5406
4,0.824267,-2.40072
4,0.561431,7.68478
4,0.660796,9.82112
4,0.633637,14.1302
4,0.364145,39.9985
4,0.427407,60.806
4,0.744709,31.2293
4,0.40146,54.1124
4,0.652855,56.884
4,0.477164,73.7109
4,0.568294,83.2474
4,0.571181,92.5529
4,0.586087,100.666
4,0.601619,107.536
4,0.532611,119.928
4,0.712962,92.8906
4,0.435786,113.028
4,0.517602,126.62
4,0.682216,127.042
4,0.491689,142.707
4,0.494676,158.133
4,0.574074,167.207
4,0.572773,176.385
4,0.459729,194.607
4,0.646843,197.86
4,0.580477,169.812
4,0.647575,135.054
4,0.561405,108.914
4,0.733932,65.5208
4,0.520019,68.5188
4,0.678955,30.6233
4,0.694885,-8.8652
4,0.599324,0
4,0.411054,13.8946
4,0.563778,-12.4832
4,0.615834,0
4,0.646032,0
4,0.503353,4.66473
4,0.658123,-31.1476
4,0.528955,-29.0431
4,0.374635,-11.5066
4,0.54168,-10.6745
4,0.663214,0
4,0.411321,13.8679
4,0.647799,-20.912
4,0.662589,0
4,0.499513,5.04869
4,0.649758,-29.9271
4,0.658528,0
4,0.433333,11.6667
4,0.704697,-28.803
4,0.472103,-21.0133
4,0.700854,0
4,0.574336,0
4,0.565738,0
4,0.638376,0
4,0.492988,5.70118
4,0.691939,-33.4927
4,0.453847,-23.8774
4,0.634176,0
4,0.444392,10.5608
4,0.689782,-28.4174
4,0.353087,-8.72607
4,0.504988,-4.2249
4,0.626472,0
1,0.357158,0.353087
1,0.534199,0.357158
1,0.270839,0.270839
1,0.66652,0.270839
1,0.628631,0.270839
1,0.744153,0.270839
4,0.659432,0
4,0.63331,0
4,0.528498,2.15018
4,0.575092,-25.359
4,0.611223,0
4,0.590423,0
4,0.760489,0
4,0.668207,0
4,0.537102,1.28976
4,0.544796,1.81016
4,0.371707,19.6395
4,0.656358,-15.9963
4,0.536247,-14.621
4,0.697855,0
4,0.669548,0
4,0.656256,0
4,0.595147,0
4,0.66373,0
4,0.671527,0
4,0.667014,0
4,0.582138,0
4,0.774232,0
4,0.754474,0
4,0.606767,0
4,0.483682,6.63175
4,0.574999,-20.8681
4,0.520284,-17.8965
4,0.724238,0
4,0.696603,0
4,0.815257,0
4,0.824992,0
4,0.69302,0
4,0.781337,0
4,0.818842,0
4,0.692123,0
