4,12.2593
4,29.495
4,39.9001
4,53.4207
4,57.8798
4,62.7376
4,78.4714
4,84.5972
4,41.0576
4,0.711063
4,-42.2458
4,0
4,5.21537
4,19.3938
4,35.8192
4,44.0355
4,8.16255
4,-32.6078
4,0
4,0
4,5.28798
4,17.3532
4,35.0345
4,36.9479
4,39.666
4,2.66928
4,-42.7745
4,0
4,15.3962
4,29.8077
4,33.3371
4,4.01685
4,-33.2347
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0.0664453
4,6.39123
4,-27.3432
4,-13.5917
4,-1.67817
4,0
4,7.45545
4,-18.3109
4,3.69662
4,8.00157
4,17.7898
4,-17.0627
4,-12.1301
4,0
4,0
4,0
4,10.3433
4,21.4372
4,-6.22561
4,-4.18782
4,0
4,0
4,0
4,0
4,0
4,10.5549
4,-41.5981
4,0
4,0
4,12.3728
4,25.9804
4,31.5241
4,44.7815
4,58.0729
4,71.2859
4,45.6076
4,51.7824
4,53.5469
4,27.8103
4,43.9613
4,57.2526
4,60.147
4,76.6089
4,85.3103
4,88.1093
4,92.9722
4,106.185
4,120.592
4,126.812
4,101.451
4,75.9347
4,94.8414
4,60.0101
4,61.3264
4,63.9533
4,35.0661
4,44.9459
4,63.9601
4,77.2515
4,80.4456
4,93.6587
4,94.9897
4,103.716
4,117.502
4,135.09
4,147.795
4,162.3
4,178.689
4,200.429
4,216.801
4,232.045
3,254.074
3,271.064
3,292.634
3,314.24
3,339.665
3,365.805
3,352.822
3,372.766
3,377.019
3,373.029
3,372.907
3,361.85
3,371.111
3,381.722
3,370.529
3,354.069
3,375.819
3,360.521
3,374.035
3,371.85
3,370.23
3,364.53
3,359.091
3,318.258
3,322.138
3,295.819
3,258.607
4,220.215
4,188.192
4,189.158
4,192.599
4,195.003
4,167.643
4,169.018
4,173.643
4,184.449
4,198.075
4,166.335
4,170.56
4,140.945
4,93.3095
4,51.4674
4,-3.19079
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0.452027
4,-48.8053
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,11.1152
4,-20.5436
4,-12.8996
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0.913317
4,-27.7291
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,9.8045
4,-18.7005
4,0
4,3.04649
4,-29.5671
4,0
4,0
4,0
4,0
4,1.00084
4,15.0545
4,-14.459
4,0
4,1.23989
4,-24.5057
4,-4.52534
4,0
4,18.4145
4,19.0987
4,43.5684
4,54.3293
4,66.7416
4,70.9818
4,78.829
4,81.899
4,56.3106
4,83.7278
4,98.2767
4,112.781
4,130.678
4,131.584
4,141.086
4,157.258
4,131.481
4,132.565
4,146.284
4,160.946
4,161.622
4,131.265
4,102.668
4,56.3229
4,25.73
4,25.7786
4,-4.41779
4,0.679577
4,5.38088
4,10.0305
4,-39.53
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
