4,0.621525,0
4,0.770611,0
4,0.698235,0
4,0.787167,0
4,0.730592,0
4,0.661842,0
4,0.661362,0
4,0.592681,0
4,0.679487,0
4,0.568557,0
4,0.661345,0
4,0.666079,0
4,0.63649,0
4,0.62392,0
4,0.623014,0
4,0.327698,22.2302
4,0.323851,44.8451
4,0.276076,72.2375
4,0.323477,94.8898
4,0.340902,115.8
4,0.383507,132.449
4,0.448607,142.588
4,0.36089,161.499
4,0.402983,176.201
4,0.465096,184.691
4,0.409157,198.776
4,0.410757,212.7
4,0.409594,226.741
4,0.392535,242.487
3,0.428054,254.682
3,0.314877,278.194
3,0.336547,299.539
3,0.4671,307.829
3,0.36041,326.788
3,0.409524,340.836
3,0.480304,347.805
3,0.391121,365.888
3,0.327947,372.205
3,0.453777,359.622
3,0.474021,357.598
3,0.323477,372.652
3,0.293398,375.66
3,0.460859,358.914
3,0.466402,358.36
2,0.477222,0.293398
2,0.364055,0.293398
2,0.4671,0.364055
2,0.406942,0.364055
2,0.370779,0.364055
2,0.492187,0.364055
2,0.36372,0.36372
2,0.425996,0.36372
2,0.337534,0.337534
2,0.307239,0.307239
2,0.343918,0.307239
2,0.315839,0.307239
2,0.35181,0.307239
2,0.399456,0.307239
2,0.368244,0.315839
2,0.336924,0.315839
2,0.316292,0.316292
2,0.390787,0.316292
2,0.354187,0.316292
2,0.398758,0.316292
2,0.285129,0.285129
2,0.352772,0.285129
2,0.479454,0.285129
2,0.393919,0.285129
2,0.419935,0.285129
2,0.479226,0.352772
2,0.311935,0.311935
2,0.465024,0.311935
2,0.294103,0.294103
2,0.466402,0.294103
2,0.489581,0.294103
2,0.323477,0.294103
2,0.399238,0.294103
2,0.479454,0.323477
2,0.35181,0.323477
2,0.345134,0.323477
2,0.426384,0.345134
2,0.4377,0.345134
2,0.451363,0.345134
2,0.466402,0.345134
2,0.510973,0.426384
2,0.576017,0.4377
2,0.517574,0.451363
2,0.621166,0.466402
3,0.738268,314.533
3,0.467082,322.825
3,0.601413,292.684
3,0.62392,260.292
4,0.596495,230.642
4,0.576017,203.04
4,0.518367,206.204
4,0.682265,167.977
4,0.566628,141.314
4,0.694989,101.815
4,0.548612,101.954
4,0.660438,65.9103
4,0.743245,21.5858
4,0.621166,-10.5308
4,0.747312,0
4,0.695085,0
4,0.708424,0
4,0.850633,0
4,0.653636,0
4,0.619199,0
4,0.628304,0
4,0.656624,0
4,0.641026,0
4,0.576923,0
4,0.383936,16.6064
4,0.445148,27.0917
4,0.422397,39.852
4,0.428571,51.9948
4,0.434862,63.5086
4,0.437107,74.798
4,0.335165,96.2815
4,0.442308,107.051
4,0.466402,115.411
4,0.467082,123.702
4,0.428054,135.897
4,0.443831,146.514
4,0.423077,159.206
4,0.449069,169.299
4,0.438423,180.457
4,0.318724,203.585
4,0.345134,224.071
4,0.42862,236.209
3,0.406593,250.55
3,0.373263,268.223
3,0.518367,271.387
3,0.383482,288.039
3,0.437391,299.299
3,0.345587,319.741
3,0.4671,328.031
3,0.466402,336.39
3,0.383936,366.606
3,0.367634,368.237
3,0.325371,372.463
3,0.44451,360.549
3,0.422397,362.76
3,0.460179,358.982
3,0.428639,362.136
2,0.422397,0.422397
2,0.412835,0.412835
2,0.488947,0.412835
2,0.497487,0.412835
2,0.378912,0.378912
2,0.487011,0.378912
2,0.354187,0.354187
2,0.454424,0.354187
2,0.466402,0.354187
2,0.354667,0.354187
2,0.428054,0.354187
2,0.46778,0.354667
2,0.399352,0.354667
2,0.464208,0.354667
2,0.493772,0.399352
2,0.390857,0.390857
2,0.4671,0.390857
2,0.345134,0.345134
2,0.393695,0.345134
2,0.423315,0.345134
2,0.383482,0.345134
2,0.354187,0.345134
2,0.341497,0.341497
2,0.346344,0.341497
2,0.444375,0.341497
2,0.466402,0.341497
2,0.393128,0.341497
2,0.445055,0.346344
2,0.445055,0.393128
2,0.393015,0.393015
2,0.399238,0.393015
2,0.39029,0.39029
2,0.392535,0.39029
2,0.389706,0.389706
2,0.354667,0.354667
2,0.340563,0.340563
2,0.428054,0.340563
2,0.36089,0.340563
2,0.434862,0.340563
2,0.431477,0.340563
2,0.438423,0.36089
2,0.402529,0.36089
2,0.433822,0.402529
2,0.378744,0.378744
2,0.579473,0.378744
2,0.415146,0.378744
2,0.390159,0.378744
2,0.457614,0.378744
2,0.466402,0.390159
2,0.390855,0.390159
2,0.503248,0.390159
2,0.352395,0.352395
2,0.319937,0.319937
2,0.307239,0.307239
2,0.333333,0.307239
2,0.438398,0.307239
2,0.485964,0.307239
2,0.486644,0.307239
2,0.537782,0.333333
2,0.480769,0.438398
2,0.614478,0.480769
2,0.638305,0.480769
2,0.581659,0.480769
2,0.613572,0.480769
3,0.591774,332.959
3,0.668471,296.112
3,0.591599,266.952
4,0.596495,237.302
4,0.71314,195.988
4,0.702189,155.769
4,0.547819,155.987
4,0.627405,123.247
4,0.645609,88.6861
4,0.787171,39.969
4,0.693031,0.665921
4,0.783425,-47.6766
4,0.750752,0
4,0.747434,0
4,0.710696,0
